frame,test_file,gt_file,chamfer_distance,accuracy,completeness,hausdorff_distance,precision_10.0,recall_10.0,fscore_10.0,precision_20.0,recall_20.0,fscore_20.0,precision_30.0,recall_30.0,fscore_30.0,precision_50.0,recall_50.0,fscore_50.0,source_filename
97,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0097.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0097.ply,18.318204,16.34655,20.289857,440.069702,0.379827,0.400789,0.390027,0.687979,0.657191,0.672233,0.8578,0.80316,0.829581,0.977753,0.91728,0.946552,TrumanShow_baseline_metrics.csv
98,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0098.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0098.ply,18.379374,16.779838,19.97891,360.051971,0.373673,0.403337,0.387939,0.670336,0.658471,0.664351,0.848847,0.804711,0.82619,0.9759,0.924959,0.949747,TrumanShow_baseline_metrics.csv
99,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0099.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0099.ply,19.144042,17.993381,20.294702,439.300476,0.371945,0.391553,0.381497,0.667583,0.647748,0.657516,0.845383,0.791307,0.817452,0.957055,0.921071,0.938718,TrumanShow_baseline_metrics.csv
100,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0100.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0100.ply,18.919957,16.916371,20.923543,603.573792,0.397733,0.397264,0.397498,0.692897,0.634668,0.662506,0.860085,0.77007,0.812592,0.959624,0.905009,0.931517,TrumanShow_baseline_metrics.csv
101,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0101.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0101.ply,18.651998,16.228689,21.075307,561.746216,0.400083,0.381915,0.390788,0.69255,0.610639,0.64902,0.859479,0.762329,0.807994,0.970795,0.915721,0.942454,TrumanShow_baseline_metrics.csv
102,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0102.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0102.ply,18.236078,15.784773,20.687382,524.848755,0.399337,0.380742,0.389818,0.686487,0.614139,0.648301,0.868049,0.779264,0.821264,0.984633,0.920945,0.951725,TrumanShow_baseline_metrics.csv
103,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0103.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0103.ply,17.982562,15.587734,20.377389,506.014374,0.421443,0.389432,0.404806,0.693319,0.617147,0.653019,0.867535,0.786443,0.825001,0.979812,0.925174,0.95171,TrumanShow_baseline_metrics.csv
104,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0104.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0104.ply,17.707221,15.479222,19.935221,615.67218,0.429978,0.396221,0.41241,0.70714,0.633524,0.668311,0.87285,0.796695,0.833035,0.980742,0.925859,0.952511,TrumanShow_baseline_metrics.csv
105,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0105.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0105.ply,17.445098,15.484154,19.406041,582.476196,0.389181,0.390903,0.39004,0.709755,0.648303,0.677639,0.884848,0.819665,0.85101,0.985603,0.931787,0.95794,TrumanShow_baseline_metrics.csv
106,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0106.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0106.ply,16.505098,15.433178,17.577018,471.558441,0.382218,0.413536,0.397261,0.695671,0.686018,0.690811,0.888596,0.849909,0.868822,0.988731,0.949583,0.968762,TrumanShow_baseline_metrics.csv
107,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0107.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0107.ply,16.573138,15.534641,17.611636,517.848145,0.369194,0.411821,0.389344,0.683859,0.700387,0.692024,0.899838,0.847341,0.872801,0.991085,0.943411,0.96666,TrumanShow_baseline_metrics.csv
108,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0108.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0108.ply,16.640103,15.371824,17.908382,149.378891,0.36502,0.414772,0.388309,0.693871,0.703754,0.698778,0.902863,0.851642,0.876505,0.995844,0.941007,0.96765,TrumanShow_baseline_metrics.csv
109,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0109.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0109.ply,17.050981,15.718119,18.383843,347.006317,0.36338,0.409227,0.384943,0.700561,0.698126,0.699341,0.887374,0.838496,0.862243,0.989318,0.935548,0.961682,TrumanShow_baseline_metrics.csv
110,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0110.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0110.ply,17.649304,16.225624,19.072983,507.619324,0.356288,0.396822,0.375464,0.686293,0.679164,0.68271,0.87969,0.817918,0.84768,0.984327,0.933633,0.958311,TrumanShow_baseline_metrics.csv
111,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0111.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0111.ply,17.684461,16.415048,18.953874,217.487381,0.363222,0.399583,0.380536,0.676693,0.678144,0.677418,0.859499,0.816217,0.837299,0.98559,0.933469,0.958822,TrumanShow_baseline_metrics.csv
112,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0112.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0112.ply,17.063276,15.453278,18.673273,333.265503,0.382976,0.407289,0.394758,0.707367,0.680722,0.693789,0.883971,0.821205,0.851433,0.991147,0.940348,0.965079,TrumanShow_baseline_metrics.csv
113,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0113.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0113.ply,17.072532,15.446088,18.698975,255.700668,0.400093,0.41386,0.40686,0.703649,0.678893,0.691049,0.871943,0.820487,0.845433,0.991584,0.9356,0.962779,TrumanShow_baseline_metrics.csv
114,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0114.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0114.ply,17.207713,15.692221,18.723206,442.203491,0.408059,0.419697,0.413796,0.699392,0.67544,0.687208,0.862054,0.818903,0.839925,0.987309,0.937121,0.961561,TrumanShow_baseline_metrics.csv
115,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0115.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0115.ply,17.958454,16.535485,19.381424,414.706665,0.3948,0.413161,0.403772,0.685384,0.660478,0.672701,0.841344,0.805882,0.823231,0.976266,0.923792,0.949304,TrumanShow_baseline_metrics.csv
116,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0116.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0116.ply,18.614801,17.267505,19.962097,346.124756,0.403873,0.409429,0.406632,0.690475,0.653119,0.671277,0.844453,0.79567,0.819336,0.957664,0.912793,0.93469,TrumanShow_baseline_metrics.csv
117,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0117.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0117.ply,18.37492,16.595119,20.154722,433.573853,0.432634,0.421077,0.426777,0.727065,0.660508,0.69219,0.864158,0.794188,0.827697,0.962364,0.906321,0.933502,TrumanShow_baseline_metrics.csv
118,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0118.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0118.ply,17.805051,15.829417,19.780684,495.394196,0.441932,0.419336,0.430337,0.733352,0.65957,0.694507,0.874165,0.805852,0.838619,0.970225,0.917781,0.943275,TrumanShow_baseline_metrics.csv
119,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0119.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0119.ply,17.251988,15.362219,19.141756,246.596176,0.408347,0.406286,0.407314,0.729065,0.671841,0.699284,0.889277,0.815448,0.850764,0.980398,0.925904,0.952372,TrumanShow_baseline_metrics.csv
120,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0120.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0120.ply,17.681023,15.793278,19.568769,346.620544,0.362971,0.373912,0.36836,0.701327,0.656757,0.67831,0.88679,0.811403,0.847423,0.990881,0.936176,0.962752,TrumanShow_baseline_metrics.csv
121,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0121.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0121.ply,18.214079,16.042838,20.38532,375.515778,0.351196,0.366686,0.358774,0.687598,0.634072,0.659751,0.880918,0.795897,0.836252,0.991174,0.921117,0.954862,TrumanShow_baseline_metrics.csv
122,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0122.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0122.ply,18.230273,16.364668,20.095879,337.078308,0.348462,0.357766,0.353053,0.676251,0.638069,0.656605,0.865906,0.798847,0.831026,0.988601,0.928247,0.957474,TrumanShow_baseline_metrics.csv
123,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0123.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0123.ply,18.314124,16.882931,19.745316,581.884033,0.327463,0.345855,0.336408,0.656656,0.632985,0.644603,0.865084,0.805492,0.834226,0.991521,0.943679,0.967009,TrumanShow_baseline_metrics.csv
124,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0124.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0124.ply,17.144738,15.758453,18.531024,568.616821,0.356819,0.381899,0.368933,0.703528,0.66871,0.685677,0.884883,0.825898,0.854373,0.991762,0.944332,0.967466,TrumanShow_baseline_metrics.csv
125,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0125.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0125.ply,17.073673,15.541508,18.605838,610.411438,0.374219,0.39926,0.386334,0.725525,0.678294,0.701115,0.885539,0.818432,0.850664,0.988221,0.939077,0.963023,TrumanShow_baseline_metrics.csv
126,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0126.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0126.ply,17.155326,15.355556,18.955095,278.442413,0.389763,0.414964,0.401969,0.722462,0.670682,0.69561,0.879181,0.803846,0.839828,0.985368,0.928744,0.956219,TrumanShow_baseline_metrics.csv
127,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0127.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0127.ply,17.715896,15.308395,20.123397,666.067993,0.413078,0.403604,0.408286,0.724424,0.648512,0.684369,0.874288,0.785267,0.82739,0.98295,0.91217,0.946238,TrumanShow_baseline_metrics.csv
128,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0128.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0128.ply,18.596277,16.187747,21.004807,317.584686,0.393635,0.401668,0.397611,0.686397,0.636727,0.66063,0.850129,0.776676,0.811744,0.983172,0.908903,0.94458,TrumanShow_baseline_metrics.csv
129,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0129.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0129.ply,19.429105,17.485109,21.3731,566.320862,0.352914,0.378654,0.365331,0.650966,0.620157,0.635188,0.820395,0.780619,0.800013,0.979836,0.918744,0.948307,TrumanShow_baseline_metrics.csv
130,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0130.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0130.ply,20.135316,18.537357,21.733276,703.546936,0.33334,0.355935,0.344267,0.618988,0.603466,0.611128,0.797649,0.778998,0.788213,0.97054,0.915089,0.941999,TrumanShow_baseline_metrics.csv
131,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0131.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0131.ply,20.147504,18.691311,21.603697,686.530884,0.341294,0.344817,0.343047,0.614156,0.600031,0.607011,0.785847,0.778322,0.782067,0.968424,0.921798,0.944536,TrumanShow_baseline_metrics.csv
132,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0132.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0132.ply,20.932186,19.444321,22.420051,572.125305,0.317557,0.34146,0.329075,0.590847,0.585249,0.588035,0.76688,0.762062,0.764463,0.962543,0.912983,0.937108,TrumanShow_baseline_metrics.csv
133,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0133.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0133.ply,21.080054,19.55935,22.600758,405.335815,0.312321,0.334853,0.323195,0.600989,0.584342,0.592549,0.768327,0.75785,0.763053,0.961462,0.912158,0.936161,TrumanShow_baseline_metrics.csv
134,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0134.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0134.ply,21.123788,19.734195,22.51338,629.124817,0.301371,0.326914,0.313623,0.593543,0.585773,0.589632,0.775111,0.764295,0.769665,0.95966,0.913405,0.935961,TrumanShow_baseline_metrics.csv
135,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0135.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0135.ply,21.197605,19.416876,22.978334,612.07489,0.315641,0.335689,0.325357,0.594668,0.587796,0.591212,0.771218,0.753117,0.76206,0.96438,0.896782,0.929354,TrumanShow_baseline_metrics.csv
136,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0136.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0136.ply,20.906164,19.040288,22.77204,686.424316,0.335068,0.345391,0.340151,0.605719,0.592052,0.598807,0.773742,0.755141,0.764328,0.965121,0.89726,0.929954,TrumanShow_baseline_metrics.csv
137,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0137.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0137.ply,20.956639,19.237086,22.676193,583.353882,0.332872,0.346333,0.339469,0.580463,0.586823,0.583626,0.772333,0.748523,0.760242,0.969271,0.897482,0.931996,TrumanShow_baseline_metrics.csv
138,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0138.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0138.ply,20.715879,18.704782,22.726977,640.800598,0.344556,0.353781,0.349108,0.599397,0.601961,0.600676,0.793278,0.747751,0.769842,0.969512,0.886256,0.926016,TrumanShow_baseline_metrics.csv
139,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0139.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0139.ply,20.317888,18.231544,22.404232,344.659668,0.349097,0.350304,0.3497,0.612525,0.596093,0.604198,0.805587,0.75607,0.780043,0.969573,0.890323,0.928259,TrumanShow_baseline_metrics.csv
140,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0140.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0140.ply,19.747468,17.83916,21.655777,389.0672,0.378452,0.355681,0.366714,0.623861,0.602972,0.613239,0.808865,0.771249,0.789609,0.965694,0.900944,0.932196,TrumanShow_baseline_metrics.csv
141,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0141.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0141.ply,19.043563,17.147172,20.939953,375.494354,0.382281,0.362734,0.372251,0.632288,0.606104,0.618919,0.825656,0.77571,0.799904,0.980012,0.922069,0.950158,TrumanShow_baseline_metrics.csv
142,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0142.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0142.ply,17.375166,15.588146,19.162185,223.518768,0.40923,0.379704,0.393915,0.683317,0.649423,0.665939,0.871571,0.812938,0.841234,0.987535,0.935947,0.961049,TrumanShow_baseline_metrics.csv
143,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0143.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0143.ply,17.552712,15.752997,19.352426,442.561584,0.38299,0.371645,0.377233,0.683072,0.634579,0.657933,0.87642,0.805066,0.839229,0.991441,0.938146,0.964057,TrumanShow_baseline_metrics.csv
144,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0144.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0144.ply,17.47696,15.552852,19.401068,406.742798,0.373215,0.380647,0.376894,0.689708,0.656227,0.672551,0.889222,0.813401,0.849623,0.995404,0.932277,0.962807,TrumanShow_baseline_metrics.csv
145,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0145.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0145.ply,17.127218,14.987031,19.267405,455.936798,0.391951,0.397972,0.394939,0.704535,0.654784,0.678749,0.900965,0.806702,0.851231,0.995584,0.937441,0.965638,TrumanShow_baseline_metrics.csv
146,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0146.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0146.ply,16.879505,14.481733,19.277278,364.434753,0.398899,0.407039,0.402928,0.724905,0.669763,0.696244,0.918814,0.814145,0.863319,0.99605,0.932055,0.962991,TrumanShow_baseline_metrics.csv
147,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0147.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0147.ply,16.746489,14.012446,19.480533,187.988373,0.411128,0.406639,0.408871,0.738946,0.673095,0.704485,0.930971,0.818086,0.870886,0.995619,0.928425,0.960849,TrumanShow_baseline_metrics.csv
148,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0148.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0148.ply,16.597851,13.651306,19.544395,343.88385,0.427806,0.416205,0.421926,0.759424,0.680048,0.717548,0.925614,0.820726,0.87002,0.997746,0.922077,0.95842,TrumanShow_baseline_metrics.csv
149,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0149.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0149.ply,16.385601,13.518984,19.252218,421.018768,0.441485,0.438075,0.439773,0.76863,0.684312,0.724024,0.926735,0.815665,0.86766,0.9963,0.925523,0.959608,TrumanShow_baseline_metrics.csv
150,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0150.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0150.ply,15.800647,13.103299,18.497996,416.493073,0.446607,0.450265,0.448429,0.783517,0.702172,0.740618,0.935307,0.837768,0.883854,0.997756,0.928523,0.961895,TrumanShow_baseline_metrics.csv
151,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0151.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0151.ply,16.090113,13.239863,18.940362,519.056213,0.449294,0.442596,0.44592,0.787067,0.694247,0.737749,0.933933,0.82576,0.876522,0.995889,0.924722,0.958987,TrumanShow_baseline_metrics.csv
152,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0152.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0152.ply,15.512806,12.681326,18.344287,482.180878,0.465004,0.452258,0.458543,0.800557,0.702447,0.7483,0.941503,0.838005,0.886744,0.997554,0.932547,0.963956,TrumanShow_baseline_metrics.csv
153,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0153.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0153.ply,15.819804,12.899568,18.74004,520.531433,0.472059,0.446269,0.458802,0.792097,0.692551,0.738986,0.931564,0.82758,0.876499,0.996901,0.928412,0.961438,TrumanShow_baseline_metrics.csv
154,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0154.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0154.ply,15.993547,12.990463,18.99663,493.76889,0.476653,0.441183,0.458232,0.789138,0.687201,0.73465,0.930905,0.817733,0.870657,0.994138,0.927315,0.959565,TrumanShow_baseline_metrics.csv
155,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0155.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0155.ply,16.674235,13.753477,19.594992,261.013611,0.451867,0.430688,0.441023,0.765117,0.676477,0.718072,0.916831,0.802066,0.855617,0.989192,0.918531,0.952553,TrumanShow_baseline_metrics.csv
156,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0156.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0156.ply,17.43189,14.987064,19.876716,445.582367,0.414773,0.41746,0.416112,0.73155,0.662058,0.695071,0.893766,0.800929,0.844804,0.985656,0.91935,0.951349,TrumanShow_baseline_metrics.csv
157,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0157.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0157.ply,17.95998,16.185645,19.734314,496.846985,0.391169,0.414333,0.402418,0.697543,0.664676,0.680713,0.874574,0.806631,0.83923,0.978175,0.926697,0.951741,TrumanShow_baseline_metrics.csv
158,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0158.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0158.ply,18.59014,16.895265,20.285015,231.906662,0.34521,0.369998,0.357175,0.659248,0.637545,0.648215,0.866205,0.799098,0.831299,0.979828,0.923605,0.950886,TrumanShow_baseline_metrics.csv
159,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0159.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0159.ply,18.303804,16.500006,20.107601,519.166565,0.341629,0.364579,0.352731,0.665471,0.653946,0.659658,0.876079,0.800013,0.83632,0.986573,0.92688,0.955795,TrumanShow_baseline_metrics.csv
160,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0160.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0160.ply,17.481115,15.805672,19.156558,213.240799,0.352632,0.384954,0.368085,0.691398,0.672756,0.68195,0.891643,0.81216,0.850047,0.990373,0.931663,0.960122,TrumanShow_baseline_metrics.csv
161,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0161.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0161.ply,17.25404,15.465938,19.042142,506.223999,0.37356,0.399673,0.386176,0.709053,0.662272,0.684864,0.898319,0.81422,0.854204,0.988754,0.937239,0.962308,TrumanShow_baseline_metrics.csv
162,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0162.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0162.ply,16.896041,15.071017,18.721065,516.617065,0.379967,0.418548,0.398325,0.728955,0.681039,0.704183,0.90889,0.817818,0.860952,0.990122,0.934168,0.961331,TrumanShow_baseline_metrics.csv
163,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0163.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0163.ply,16.275403,14.115555,18.435252,558.880981,0.413946,0.434874,0.424152,0.767143,0.695449,0.729539,0.916111,0.820324,0.865575,0.990231,0.930141,0.959246,TrumanShow_baseline_metrics.csv
164,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0164.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0164.ply,16.010533,13.724303,18.296763,523.026184,0.446478,0.45019,0.448327,0.779899,0.699185,0.73734,0.91391,0.817707,0.863136,0.988728,0.929097,0.957985,TrumanShow_baseline_metrics.csv
165,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0165.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0165.ply,16.159278,13.586324,18.732231,615.844666,0.468994,0.446496,0.457469,0.778392,0.686835,0.729753,0.911544,0.817818,0.862141,0.98704,0.93064,0.958011,TrumanShow_baseline_metrics.csv
166,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0166.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0166.ply,16.343839,13.852157,18.835521,390.985901,0.451431,0.434364,0.442733,0.773077,0.684043,0.72584,0.905387,0.809766,0.854911,0.98712,0.92971,0.957556,TrumanShow_baseline_metrics.csv
167,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0167.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0167.ply,16.508384,14.049987,18.966781,662.526794,0.456897,0.438931,0.447734,0.76505,0.675468,0.717474,0.897477,0.800166,0.846033,0.985337,0.923647,0.953496,TrumanShow_baseline_metrics.csv
168,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0168.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0168.ply,17.189391,14.757859,19.620924,611.760803,0.442025,0.433022,0.437477,0.735792,0.668158,0.700346,0.880181,0.797554,0.836833,0.98309,0.928059,0.954782,TrumanShow_baseline_metrics.csv
169,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0169.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0169.ply,17.231603,14.776607,19.686599,647.06134,0.441606,0.420953,0.431032,0.72723,0.661252,0.692674,0.882236,0.796677,0.837277,0.983739,0.930725,0.956498,TrumanShow_baseline_metrics.csv
170,TrumanShow_UVG-CWI-DQPC_CG_15_0_170_0170.ply,TrumanShow_UVG-CWI-DQPC_HE_15_0_170_0170.ply,17.56108,15.330164,19.791996,582.807495,0.426077,0.414906,0.420418,0.71152,0.662901,0.68635,0.87507,0.797422,0.834444,0.983089,0.926324,0.953863,TrumanShow_baseline_metrics.csv
0,VictoryHeart_UVG-CWI-DQPC_CG_15_0_196_0000.ply,VictoryHeart_UVG-CWI-DQPC_HE_15_0_196_0000.ply,15.741539,15.034018,16.449059,285.535461,0.367918,0.417793,0.391273,0.722088,0.760997,0.741032,0.905951,0.894797,0.900339,0.993424,0.941254,0.966635,VictoryHeart_baseline_metrics.csv
1,VictoryHeart_UVG-CWI-DQPC_CG_15_0_196_0001.ply,VictoryHeart_UVG-CWI-DQPC_HE_15_0_196_0001.ply,15.700037,15.171333,16.22874,574.515259,0.353087,0.423607,0.385145,0.719442,0.768163,0.743005,0.911985,0.898044,0.904961,0.992854,0.941535,0.966513,VictoryHeart_baseline_metrics.csv
2,VictoryHeart_UVG-CWI-DQPC_CG_15_0_196_0002.ply,VictoryHeart_UVG-CWI-DQPC_HE_15_0_196_0002.ply,15.889625,15.29768,16.481571,355.971558,0.350932,0.417089,0.381161,0.717064,0.76246,0.739066,0.906747,0.89383,0.900242,0.99163,0.940584,0.965433,VictoryHeart_baseline_metrics.csv
3,VictoryHeart_UVG-CWI-DQPC_CG_15_0_196_0003.ply,VictoryHeart_UVG-CWI-DQPC_HE_15_0_196_0003.ply,15.815024,15.274419,16.355629,537.413513,0.352206,0.417403,0.382043,0.722293,0.768976,0.744904,0.90505,0.897218,0.901117,0.992221,0.940467,0.965651,VictoryHeart_baseline_metrics.csv
4,VictoryHeart_UVG-CWI-DQPC_CG_15_0_196_0004.ply,VictoryHeart_UVG-CWI-DQPC_HE_15_0_196_0004.ply,15.921323,15.424383,16.418262,557.860596,0.355299,0.4222,0.385871,0.716307,0.765114,0.739907,0.902826,0.899738,0.90128,0.99154,0.940333,0.965258,VictoryHeart_baseline_metrics.csv
5,VictoryHeart_UVG-CWI-DQPC_CG_15_0_196_0005.ply,VictoryHeart_UVG-CWI-DQPC_HE_15_0_196_0005.ply,16.010034,15.418893,16.601176,402.88266,0.354679,0.414177,0.382126,0.710508,0.756703,0.732878,0.902289,0.896592,0.899431,0.991747,0.940299,0.965338,VictoryHeart_baseline_metrics.csv
6,VictoryHeart_UVG-CWI-DQPC_CG_15_0_196_0006.ply,VictoryHeart_UVG-CWI-DQPC_HE_15_0_196_0006.ply,15.889919,15.419542,16.360295,574.559387,0.35236,0.420468,0.383413,0.710803,0.762199,0.735605,0.902785,0.892725,0.897727,0.992243,0.940265,0.965555,VictoryHeart_baseline_metrics.csv
